Author,ID,Location,Q_m3_s,q_m2_s,U_m_s,W_m,H_m,R_m,S_m_m,D16_m,D50_m,D84_m,D90_m,Sorting,Rhos_kg_m3,Rho_kg_m3,qb_kg_m_s,C_ppht,Record_Number,Froude,GammaS_N_m3,GammaF_N_m3,Tau0_kg_m_s2,TauStar,Ustar_m_s,ManningN,WP_m,A_m2
Gilbert,852,Laboratory,0.03169,0.0649385,0.94,0.488,0.069,0.0537891,0.0049,,0.0005,,,1.12,2650,1000,0.165688,254.497,5524,1.14273,25987.6,9806.65,2.58471,0.319475,0.05084,0.0106112,0.626758,0.0337128
Gilbert,853,Laboratory,0.03169,0.0649385,0.91,0.488,0.071,0.0549968,0.0047,,0.0005,,,1.12,2650,1000,0.188336,289.184,5525,1.09057,25987.6,9806.65,2.53487,0.313315,0.0503475,0.0108951,0.633204,0.0348242
Gilbert,854,Laboratory,0.03169,0.0649385,0.91,0.488,0.071,0.0549968,0.0055,,0.0005,,,1.12,2650,1000,0.182376,280.058,5526,1.09057,25987.6,9806.65,2.96634,0.366645,0.0544641,0.011786,0.633204,0.0348242
Gilbert,855,Laboratory,0.03169,0.0677137,1.18,0.468,0.057,0.0458351,0.0099,,0.0005,,,1.12,2650,1000,0.700898,1024.49,5527,1.57828,25987.6,9806.65,4.44994,0.550021,0.0667079,0.0107994,0.585925,0.0268559
Gilbert,856,Laboratory,0.02078,0.0378506,0.71,0.549,0.053,0.0444229,0.0061,,0.0005,,,1.12,2650,1000,0.123968,326.451,5528,0.984827,25987.6,9806.65,2.6574,0.32846,0.05155,0.0137978,0.658841,0.0292676
Gilbert,857,Laboratory,0.02078,0.0453712,0.78,0.458,0.058,0.0462787,0.006,,0.0005,,,1.12,2650,1000,0.149,327.328,5529,1.03424,25987.6,9806.65,2.72303,0.336572,0.0521827,0.0128007,0.575665,0.026641
Gilbert,858,Laboratory,0.02078,0.0378506,0.91,0.549,0.042,0.0364265,0.0104,,0.0005,,,1.12,2650,1000,0.370713,969.911,5530,1.41794,25987.6,9806.65,3.71511,0.459195,0.0609517,0.0123146,0.626883,0.0228352
Gilbert,859,Laboratory,0.02078,0.0378506,0.96,0.549,0.04,0.0349126,0.0106,,0.0005,,,1.12,2650,1000,0.364753,954.466,5531,1.53278,25987.6,9806.65,3.62918,0.448574,0.0602427,0.0114561,0.620001,0.0216458
Gilbert,860,Laboratory,0.02614,0.0476138,0.76,0.549,0.063,0.05124,0.0053,,0.0005,,,1.12,2650,1000,0.129928,272.137,5532,0.966903,25987.6,9806.65,2.66321,0.329178,0.0516063,0.0132149,0.671248,0.0343947
Gilbert,861,Laboratory,0.02614,0.0476138,0.77,0.549,0.062,0.0505765,0.0058,,0.0005,,,1.12,2650,1000,0.126352,264.667,5533,0.987494,25987.6,9806.65,2.87672,0.355568,0.053635,0.0135266,0.671222,0.0339481
Gilbert,862,Laboratory,0.02614,0.0476138,0.99,0.549,0.048,0.0408558,0.0104,,0.0005,,,1.12,2650,1000,0.463689,964.461,5534,1.44296,25987.6,9806.65,4.16685,0.515031,0.0645511,0.0122194,0.646274,0.026404
Gilbert,863,Laboratory,0.02614,0.0476138,1.03,0.549,0.046,0.0393978,0.0104,,0.0005,,,1.12,2650,1000,0.476801,991.464,5535,1.53355,25987.6,9806.65,4.01815,0.496651,0.0633889,0.0114638,0.644164,0.0253786
Gilbert,864,Laboratory,0.02891,0.0526594,0.77,0.549,0.068,0.0544993,0.0051,,0.0005,,,1.12,2650,1000,0.123968,234.863,5536,0.942922,25987.6,9806.65,2.72572,0.336905,0.0522085,0.0133318,0.688916,0.0375455
Gilbert,865,Laboratory,0.02891,0.0526594,0.82,0.549,0.064,0.0518996,0.0052,,0.0005,,,1.12,2650,1000,0.129928,246.126,5537,1.03506,25987.6,9806.65,2.6466,0.327125,0.0514451,0.0122358,0.679313,0.0352561
Gilbert,866,Laboratory,0.02891,0.0526594,0.77,0.549,0.069,0.0551397,0.0057,,0.0005,,,1.12,2650,1000,0.13112,248.379,5538,0.936065,25987.6,9806.65,3.08219,0.380965,0.0555175,0.0142044,0.680915,0.0375455
Gilbert,868,Laboratory,0.02891,0.0526594,1.09,0.549,0.048,0.0408558,0.0101,,0.0005,,,1.12,2650,1000,0.539977,1015.01,5539,1.58871,25987.6,9806.65,4.04665,0.500174,0.0636133,0.0109371,0.649184,0.0265229
Gilbert,869,Laboratory,0.03169,0.0577231,0.79,0.549,0.073,0.0576647,0.0042,,0.0005,,,1.12,2650,1000,0.11622,200.936,5540,0.933696,25987.6,9806.65,2.37509,0.293566,0.0487349,0.0122444,0.695641,0.0401139
Gilbert,870,Laboratory,0.03169,0.0577231,0.78,0.549,0.074,0.0582869,0.0047,,0.0005,,,1.12,2650,1000,0.133504,230.75,5541,0.915627,25987.6,9806.65,2.68652,0.332059,0.0518316,0.013213,0.697038,0.0406282
Gilbert,873,Laboratory,0.02076,0.0347739,0.78,0.597,0.045,0.0391048,0.0061,,0.0005,,,1.12,2650,1000,0.138272,396.058,5542,1.17416,25987.6,9806.65,2.33927,0.289139,0.048366,0.0115361,0.680617,0.0266154
Gilbert,874,Laboratory,0.02075,0.0347571,0.78,0.597,0.045,0.0391048,0.0064,,0.0005,,,1.12,2650,1000,0.141848,406.454,5543,1.17416,25987.6,9806.65,2.45432,0.303358,0.0495411,0.0118163,0.680289,0.0266026
Gilbert,876,Laboratory,0.02078,0.0348074,0.93,0.597,0.038,0.0337088,0.0109,,0.0005,,,1.12,2650,1000,0.373097,1060.52,5544,1.52346,25987.6,9806.65,3.60322,0.445365,0.0600268,0.0117146,0.662856,0.0223441
Gilbert,877,Laboratory,0.02078,0.0348074,0.94,0.597,0.037,0.0329195,0.0112,,0.0005,,,1.12,2650,1000,0.398129,1130.87,5545,1.56051,25987.6,9806.65,3.6157,0.446907,0.0601307,0.0115642,0.671529,0.0221064
Gilbert,878,Laboratory,0.02614,0.0437856,0.82,0.597,0.054,0.0457277,0.0062,,0.0005,,,1.12,2650,1000,0.156152,355.362,5546,1.12683,25987.6,9806.65,2.7803,0.343651,0.0527285,0.0122792,0.697128,0.031878
Gilbert,880,Laboratory,0.02891,0.0484255,0.82,0.597,0.059,0.0492629,0.005,,0.0005,,,1.12,2650,1000,0.139464,287.171,5547,1.07802,25987.6,9806.65,2.41552,0.298563,0.0491479,0.0115882,0.715672,0.0352561
Gilbert,881,Laboratory,0.02891,0.0484255,0.79,0.597,0.061,0.0506495,0.0057,,0.0005,,,1.12,2650,1000,0.141848,292.066,5548,1.02141,25987.6,9806.65,2.8312,0.349942,0.053209,0.0130826,0.722513,0.0365949
Gilbert,882,Laboratory,0.02891,0.0484255,0.82,0.597,0.059,0.0492629,0.0054,,0.0005,,,1.12,2650,1000,0.163304,336.095,5549,1.07802,25987.6,9806.65,2.60876,0.322448,0.051076,0.0120429,0.715672,0.0352561
Gilbert,883,Laboratory,0.02891,0.0484255,1.13,0.597,0.043,0.0375857,0.0109,,0.0005,,,1.12,2650,1000,0.551897,1126.84,5550,1.74014,25987.6,9806.65,4.01763,0.496587,0.0633848,0.0103669,0.680686,0.0255841
Gilbert,884,Laboratory,0.02891,0.0484255,1.1,0.597,0.044,0.0383474,0.0109,,0.0005,,,1.12,2650,1000,0.549513,1122.03,5551,1.67458,25987.6,9806.65,4.09905,0.506651,0.0640238,0.0107931,0.685361,0.0262818
Gilbert,885,Laboratory,0.03169,0.0530821,0.81,0.597,0.065,0.0533769,0.0045,,0.0005,,,1.12,2650,1000,0.134696,253.109,5552,1.01454,25987.6,9806.65,2.35552,0.291147,0.0485337,0.0117406,0.732966,0.0391235
Gilbert,886,Laboratory,0.03169,0.0530821,0.78,0.597,0.068,0.0553834,0.0057,,0.0005,,,1.12,2650,1000,0.139464,262.045,5553,0.955168,25987.6,9806.65,3.09582,0.382649,0.0556401,0.0140636,0.733581,0.0406282
Gilbert,887,Laboratory,0.03169,0.0530821,0.79,0.597,0.067,0.0547182,0.0052,,0.0005,,,1.12,2650,1000,0.144232,270.979,5554,0.974607,25987.6,9806.65,2.79033,0.34489,0.0528236,0.0131562,0.7331,0.0401139
Graf & Suszka,103,Laboratory,0.065,0.108333,0.92,0.6,0.118,0.084689,0.0075,,0.0122,,,1.2,2716,1000,0.00019822,0.182967,5555,0.855237,26634.9,9806.65,6.22887,0.0303397,0.0789232,0.0181535,0.834254,0.0706522
Graf & Suszka,104,Laboratory,0.071,0.118333,0.95,0.6,0.124,0.0877358,0.0075,,0.0122,,,1.2,2716,1000,0.00052407,0.442873,5556,0.861494,26634.9,9806.65,6.45296,0.0314312,0.0803303,0.0179994,0.85184,0.0747368
Graf & Suszka,105,Laboratory,0.078,0.13,0.99,0.6,0.132,0.0916667,0.0075,,0.0122,,,1.2,2716,1000,0.00060366,0.464348,5557,0.870138,26634.9,9806.65,6.74207,0.0328394,0.0821101,0.0177843,0.859504,0.0787879
Graf & Suszka,106,Laboratory,0.085,0.141667,1.02,0.6,0.139,0.0949886,0.0075,,0.0122,,,1.2,2716,1000,0.00321349,2.26829,5558,0.87364,26634.9,9806.65,6.9864,0.0340295,0.0835847,0.0176758,0.877298,0.0833333
Graf & Suszka,107,Laboratory,0.093,0.155,1.05,0.6,0.147,0.0986577,0.0075,,0.0122,,,1.2,2716,1000,0.00641196,4.13657,5559,0.874521,26634.9,9806.65,7.25626,0.0353439,0.0851837,0.0176101,0.897765,0.0885714
Graf & Suszka,108,Laboratory,0.102,0.17,1.1,0.6,0.155,0.102198,0.0075,,0.0122,,,1.2,2716,1000,0.0111721,6.5714,5560,0.892209,26634.9,9806.65,7.51665,0.0366123,0.0866986,0.0172094,0.90733,0.0927273
Graf & Suszka,109,Laboratory,0.106,0.176667,1.1,0.6,0.161,0.104772,0.0075,,0.0122,,,1.2,2716,1000,0.0163678,9.26391,5561,0.875426,26634.9,9806.65,7.70597,0.0375344,0.0877836,0.0174972,0.919746,0.0963636
Graf & Suszka,110,Laboratory,0.109,0.181667,1.12,0.6,0.162,0.105195,0.0075,,0.0122,,,1.2,2716,1000,0.0204222,11.2403,5562,0.888587,26634.9,9806.65,7.73708,0.0376859,0.0879607,0.0172309,0.925153,0.0973214
Graf & Suszka,111,Laboratory,0.117,0.195,1.15,0.6,0.169,0.108102,0.0075,,0.0122,,,1.2,2716,1000,0.0310837,15.9378,5563,0.893293,26634.9,9806.65,7.95089,0.0387274,0.0891678,0.0170892,0.94114,0.101739
Graf & Suszka,112,Laboratory,0.124,0.206667,1.19,0.6,0.174,0.110127,0.0075,,0.0122,,,1.2,2716,1000,0.0385919,18.67,5564,0.910987,26634.9,9806.65,8.09983,0.0394528,0.089999,0.0167204,0.946196,0.104202
Graf & Suszka,113,Laboratory,0.131,0.218333,1.2,0.6,0.182,0.113278,0.0075,,0.0122,,,1.2,2716,1000,0.045199,20.6976,5565,0.898225,26634.9,9806.65,8.33158,0.0405816,0.0912775,0.0168958,0.963706,0.109167
Graf & Suszka,114,Laboratory,0.141,0.235,1.22,0.6,0.192,0.117073,0.0075,,0.0122,,,1.2,2716,1000,0.0731293,31.1092,5566,0.889096,26634.9,9806.65,8.6107,0.0419412,0.0927939,0.016988,0.987194,0.115574
Graf & Suszka,115,Laboratory,0.152,0.253333,1.26,0.6,0.201,0.120359,0.0075,,0.0122,,,1.2,2716,1000,0.105865,41.7713,5567,0.897454,26634.9,9806.65,8.85239,0.0431184,0.0940871,0.0167551,1.00229,0.120635
Graf & Suszka,116,Laboratory,0.16,0.266667,1.28,0.6,0.209,0.123183,0.0075,,0.0122,,,1.2,2716,1000,0.124185,46.5476,5568,0.89408,26634.9,9806.65,9.06009,0.0441301,0.0951845,0.0167503,1.01475,0.125
Graf & Suszka,117,Laboratory,0.17,0.283333,1.31,0.6,0.217,0.125919,0.0075,,0.0122,,,1.2,2716,1000,0.151665,53.5,5569,0.89801,26634.9,9806.65,9.26133,0.0451103,0.0962358,0.0166081,1.03059,0.129771
Graf & Suszka,118,Laboratory,0.185,0.308333,1.35,0.6,0.229,0.129868,0.0075,,0.0122,,,1.2,2716,1000,0.204222,66.1902,5570,0.900857,26634.9,9806.65,9.55178,0.046525,0.0977332,0.0164512,1.0552,0.137037
Graf & Suszka,119,Laboratory,0.196,0.326667,1.38,0.6,0.236,0.13209,0.0075,,0.0122,,,1.2,2716,1000,0.235756,72.1181,5571,0.907116,26634.9,9806.65,9.7152,0.047321,0.0985657,0.0162766,1.07524,0.142029
Graf & Suszka,204,Laboratory,0.099,0.165,1.01,0.6,0.163,0.105616,0.005,,0.0122,,,1.2,2716,1000,0.00072979,0.442296,5572,0.798854,26634.9,9806.65,5.1787,0.0252245,0.0719632,0.0156429,0.928077,0.0980198
Graf & Suszka,205,Laboratory,0.109,0.181667,1.04,0.6,0.175,0.110526,0.005,,0.0122,,,1.2,2716,1000,0.00135447,0.745574,5573,0.793878,26634.9,9806.65,5.41945,0.0263972,0.0736169,0.0156589,0.948263,0.104808
Graf & Suszka,206,Laboratory,0.118,0.196667,1.06,0.6,0.185,0.114433,0.005,,0.0122,,,1.2,2716,1000,0.00252274,1.28273,5574,0.786973,26634.9,9806.65,5.61102,0.0273303,0.0749067,0.0157234,0.972803,0.111321
Graf & Suszka,207,Laboratory,0.129,0.215,1.1,0.6,0.195,0.118182,0.005,,0.0122,,,1.2,2716,1000,0.00438476,2.03938,5575,0.795454,26634.9,9806.65,5.79485,0.0282257,0.0761239,0.0154808,0.992306,0.117273
Graf & Suszka,208,Laboratory,0.141,0.235,1.14,0.6,0.207,0.122485,0.005,,0.0122,,,1.2,2716,1000,0.0103462,4.40245,5576,0.800128,26634.9,9806.65,6.00584,0.0292534,0.0774973,0.015298,1.00979,0.123684
Graf & Suszka,209,Laboratory,0.152,0.253333,1.17,0.6,0.217,0.125919,0.005,,0.0122,,,1.2,2716,1000,0.0226746,8.9497,5577,0.802039,26634.9,9806.65,6.17422,0.0300735,0.0785762,0.0151831,1.03173,0.129915
Graf & Suszka,210,Laboratory,0.161,0.268333,1.2,0.6,0.223,0.127916,0.005,,0.0122,,,1.2,2716,1000,0.0270293,10.072,5578,0.811463,26634.9,9806.65,6.27214,0.0305505,0.0791968,0.0149596,1.04887,0.134167
Graf & Suszka,211,Laboratory,0.172,0.286667,1.25,0.6,0.229,0.129868,0.005,,0.0122,,,1.2,2716,1000,0.0294319,10.2659,5579,0.834127,26634.9,9806.65,6.36785,0.0310167,0.0797988,0.014507,1.05954,0.1376
Graf & Suszka,212,Laboratory,0.184,0.306667,1.29,0.6,0.238,0.132714,0.005,,0.0122,,,1.2,2716,1000,0.0483525,15.7646,5580,0.844386,26634.9,9806.65,6.5074,0.0316964,0.0806685,0.0142618,1.07476,0.142636
Graf & Suszka,213,Laboratory,0.191,0.318333,1.32,0.6,0.242,0.133948,0.005,,0.0122,,,1.2,2716,1000,0.0564612,17.7334,5581,0.856852,26634.9,9806.65,6.56791,0.0319911,0.0810426,0.0140239,1.08025,0.144697
Graf & Suszka,214,Laboratory,0.2,0.333333,1.33,0.6,0.251,0.136661,0.005,,0.0122,,,1.2,2716,1000,0.0695254,20.8533,5582,0.847724,26634.9,9806.65,6.70093,0.0326391,0.0818592,0.0141058,1.10036,0.150376
Graf & Suszka,215,Laboratory,0.205,0.341667,1.34,0.6,0.255,0.137838,0.005,,0.0122,,,1.2,2716,1000,0.0902479,26.407,5583,0.847373,26634.9,9806.65,6.75865,0.0329202,0.082211,0.0140808,1.10989,0.152985
Graf & Suszka,216,Laboratory,0.12,0.2,1.06,0.6,0.189,0.115951,0.005,,0.0122,,,1.2,2716,1000,0.00339368,1.69681,5584,0.7786,26634.9,9806.65,5.68545,0.0276928,0.0754019,0.0158621,0.97634,0.113208
Graf & Suszka,217,Laboratory,0.141,0.235,1.11,0.6,0.211,0.123875,0.005,,0.0122,,,1.2,2716,1000,0.0133194,5.66753,5585,0.771652,26634.9,9806.65,6.07399,0.0295853,0.0779358,0.0158301,1.02545,0.127027
Graf & Suszka,218,Laboratory,0.16,0.266667,1.16,0.6,0.23,0.130189,0.005,,0.0122,,,1.2,2716,1000,0.0240261,9.00896,5586,0.772385,26634.9,9806.65,6.38359,0.0310933,0.0798974,0.0156582,1.05947,0.137931
Graf & Suszka,219,Laboratory,0.19,0.316667,1.22,0.6,0.259,0.138998,0.005,,0.0122,,,1.2,2716,1000,0.0448987,14.1765,5587,0.765508,26634.9,9806.65,6.81552,0.0331972,0.0825562,0.0155524,1.12043,0.155738
Graf & Suszka,301,Laboratory,0.041,0.0683333,0.98,0.6,0.07,0.0567568,0.015,,0.0122,,,1.2,2716,1000,0.0107366,15.7097,5588,1.18281,26634.9,9806.65,8.34891,0.0406661,0.0913724,0.0184572,0.737123,0.0418367
Graf & Suszka,302,Laboratory,0.05,0.0833333,1.04,0.6,0.08,0.0631579,0.015,,0.0122,,,1.2,2716,1000,0.0500042,59.9691,5589,1.17416,26634.9,9806.65,9.29051,0.0452524,0.0963873,0.0186766,0.761218,0.0480769
Graf & Suszka,303,Laboratory,0.06,0.1,1.11,0.6,0.09,0.0692308,0.015,,0.0122,,,1.2,2716,1000,0.109469,109.349,5590,1.18152,26634.9,9806.65,10.1838,0.0496036,0.100915,0.0186033,0.78078,0.054054
Graf & Suszka,304,Laboratory,0.04,0.0666667,0.93,0.6,0.072,0.0580645,0.015,,0.0122,,,1.2,2716,1000,0.0102261,15.3368,5591,1.10677,26634.9,9806.65,8.54127,0.041603,0.092419,0.0197471,0.740741,0.0430108
Graf & Suszka,305,Laboratory,0.068,0.113333,1.15,0.6,0.099,0.0744361,0.015,,0.0122,,,1.2,2716,1000,0.192209,169.309,5592,1.16713,26634.9,9806.65,10.9495,0.0533332,0.10464,0.0188453,0.794378,0.0591304
Graf & Suszka,306,Laboratory,0.08,0.133333,1.2,0.6,0.111,0.0810219,0.015,,0.0122,,,1.2,2716,1000,0.246267,184.36,5593,1.15016,26634.9,9806.65,11.9183,0.0580519,0.109171,0.0191102,0.822823,0.0666667
Graf & Suszka,307,Laboratory,0.092,0.153333,1.28,0.6,0.12,0.0857143,0.015,,0.0122,,,1.2,2716,1000,0.375407,244.233,5594,1.17994,26634.9,9806.65,12.6086,0.061414,0.112288,0.0186011,0.838542,0.071875
Graf & Suszka,308,Laboratory,0.086,0.143333,1.26,0.6,0.114,0.0826087,0.015,,0.0122,,,1.2,2716,1000,0.288313,200.745,5595,1.19167,26634.9,9806.65,12.1517,0.0591889,0.110235,0.0184371,0.826232,0.068254
Graf & Suszka,309,Laboratory,0.098,0.163333,1.32,0.6,0.124,0.0877358,0.015,,0.0122,,,1.2,2716,1000,0.435472,265.907,5596,1.19702,26634.9,9806.65,12.9059,0.0628624,0.113604,0.0183199,0.846204,0.0742424
Graf & Suszka,310,Laboratory,0.064,0.106667,1.12,0.6,0.095,0.0721519,0.015,,0.0122,,,1.2,2716,1000,0.121482,113.76,5597,1.16037,26634.9,9806.65,10.6135,0.0516966,0.103022,0.0189522,0.79198,0.0571429
Graf & Suszka,404,Laboratory,0.069,0.115,1.04,0.6,0.111,0.0810219,0.01,,0.0122,,,1.2,2716,1000,0.0126137,10.9672,5598,0.996808,26634.9,9806.65,7.94553,0.0387013,0.0891377,0.018004,0.818867,0.0663462
Graf & Suszka,405,Laboratory,0.071,0.118333,1.06,0.6,0.112,0.0815534,0.01,,0.0122,,,1.2,2716,1000,0.014791,12.4979,5599,1.01143,26634.9,9806.65,7.99766,0.0389552,0.0894296,0.0177414,0.821316,0.0669811
Graf & Suszka,406,Laboratory,0.081,0.135,1.09,0.6,0.124,0.0877358,0.01,,0.0122,,,1.2,2716,1000,0.0339368,25.1321,5600,0.988451,26634.9,9806.65,8.60394,0.0419083,0.0927574,0.0181144,0.846997,0.0743119
Graf & Suszka,407,Laboratory,0.093,0.155,1.14,0.6,0.136,0.093578,0.01,,0.0122,,,1.2,2716,1000,0.054359,35.058,5601,0.987132,26634.9,9806.65,9.17687,0.0446989,0.095796,0.0180805,0.871775,0.0815789
Graf & Suszka,408,Laboratory,0.102,0.17,1.2,0.6,0.142,0.0963801,0.01,,0.0122,,,1.2,2716,1000,0.0780847,45.9111,5602,1.0169,26634.9,9806.65,9.45166,0.0460373,0.0972196,0.0175177,0.881925,0.085
Graf & Suszka,409,Laboratory,0.111,0.185,1.23,0.6,0.151,0.100443,0.01,,0.0122,,,1.2,2716,1000,0.117878,63.6772,5603,1.01078,26634.9,9806.65,9.85009,0.0479781,0.0992476,0.0175674,0.898459,0.0902439
Graf & Suszka,410,Laboratory,0.121,0.201667,1.26,0.6,0.16,0.104348,0.01,,0.0122,,,1.2,2716,1000,0.153166,75.8925,5604,1.00589,26634.9,9806.65,10.233,0.0498433,0.101159,0.0175908,0.920303,0.0960317
Graf & Suszka,411,Laboratory,0.133,0.221667,1.3,0.6,0.17,0.108511,0.01,,0.0122,,,1.2,2716,1000,0.187704,84.6067,5605,1.00684,26634.9,9806.65,10.6413,0.0518318,0.103157,0.0175,0.942832,0.102308
Graf & Suszka,412,Laboratory,0.147,0.245,1.37,0.6,0.179,0.112109,0.01,,0.0122,,,1.2,2716,1000,0.26729,108.979,5606,1.03403,26634.9,9806.65,10.9941,0.0535505,0.104853,0.016971,0.957098,0.107299
Graf & Suszka,413,Laboratory,0.075,0.125,1.05,0.6,0.119,0.0852029,0.01,,0.0122,,,1.2,2716,1000,0.0234254,18.7368,5607,0.971976,26634.9,9806.65,8.35555,0.0406984,0.0914087,0.0184408,0.838335,0.0714286
Graf & Suszka,414,Laboratory,0.163,0.271667,1.42,0.6,0.192,0.117073,0.01,,0.0122,,,1.2,2716,1000,0.324352,119.251,5608,1.03485,26634.9,9806.65,11.4809,0.0559216,0.107149,0.0168532,0.980489,0.114789
Graf & Suszka,415,Laboratory,0.058,0.0966667,0.93,0.6,0.104,0.0772277,0.01,,0.0122,,,1.2,2716,1000,0.00264287,2.73393,5609,0.920886,26634.9,9806.65,7.57345,0.0368889,0.0870256,0.0194999,0.807555,0.0623656
Graf & Suszka,501,Laboratory,0.059,0.0983333,0.92,0.6,0.107,0.0788698,0.009,,0.0122,,,1.2,2716,1000,0.00087695,0.891807,5610,0.898123,26634.9,9806.65,6.96104,0.033906,0.0834328,0.0189645,0.813118,0.0641304
Graf & Suszka,502,Laboratory,0.068,0.113333,0.99,0.6,0.115,0.0831325,0.009,,0.0122,,,1.2,2716,1000,0.00400935,3.53754,5611,0.932236,26634.9,9806.65,7.33726,0.0357385,0.0856578,0.018253,0.826234,0.0686869
Graf & Suszka,503,Laboratory,0.08,0.133333,1.07,0.6,0.125,0.0882353,0.009,,0.0122,,,1.2,2716,1000,0.0159173,11.9365,5612,0.966426,26634.9,9806.65,7.78763,0.0379322,0.0882476,0.0175724,0.847352,0.0747664
Graf & Suszka,504,Laboratory,0.097,0.161667,1.13,0.6,0.143,0.0968397,0.009,,0.0122,,,1.2,2716,1000,0.0491033,30.3639,5613,0.954223,26634.9,9806.65,8.54706,0.0416312,0.0924503,0.0177043,0.886421,0.0858407
Graf & Suszka,505,Laboratory,0.108,0.18,1.18,0.6,0.152,0.100885,0.009,,0.0122,,,1.2,2716,1000,0.0794362,44.1117,5614,0.966496,26634.9,9806.65,8.90409,0.0433703,0.0943615,0.017423,0.907225,0.0915254
Graf & Suszka,506,Laboratory,0.118,0.196667,1.22,0.6,0.161,0.104772,0.009,,0.0122,,,1.2,2716,1000,0.112772,57.309,5615,0.970927,26634.9,9806.65,9.24716,0.0450413,0.0961622,0.0172819,0.92316,0.0967213
Graf & Suszka,507,Laboratory,0.127,0.211667,1.25,0.6,0.17,0.108511,0.009,,0.0122,,,1.2,2716,1000,0.136648,64.5166,5616,0.968111,26634.9,9806.65,9.57716,0.0466487,0.097863,0.0172661,0.936311,0.1016
Graf & Suszka,508,Laboratory,0.147,0.245,1.3,0.6,0.188,0.115574,0.009,,0.0122,,,1.2,2716,1000,0.178694,72.8831,5617,0.957424,26634.9,9806.65,10.2005,0.049685,0.100998,0.0173148,0.978394,0.113077
Graf & Suszka,509,Laboratory,0.163,0.271667,1.37,0.6,0.199,0.119639,0.009,,0.0122,,,1.2,2716,1000,0.238759,87.8096,5618,0.980694,26634.9,9806.65,10.5593,0.0514326,0.102759,0.0168131,0.994476,0.118978
Graf & Suszka,601,Laboratory,0.044,0.0733333,0.92,0.6,0.08,0.0631579,0.0125,,0.0122,,,1.2,2716,1000,0.00321349,4.38183,5619,1.03868,26634.9,9806.65,7.74209,0.0377103,0.0879892,0.0192731,0.757246,0.0478261
Graf & Suszka,602,Laboratory,0.049,0.0816667,1,0.6,0.082,0.0643979,0.0125,,0.0122,,,1.2,2716,1000,0.00406941,4.98271,5620,1.11515,26634.9,9806.65,7.8941,0.0384507,0.0888487,0.0179626,0.760894,0.049
Graf & Suszka,603,Laboratory,0.054,0.09,1,0.6,0.09,0.0692308,0.0125,,0.0122,,,1.2,2716,1000,0.0162176,18.0163,5621,1.06443,26634.9,9806.65,8.48653,0.0413364,0.0921224,0.0188504,0.78,0.054
Graf & Suszka,604,Laboratory,0.059,0.0983333,1.06,0.6,0.093,0.0709924,0.0125,,0.0122,,,1.2,2716,1000,0.0225244,22.901,5622,1.10995,26634.9,9806.65,8.70247,0.0423882,0.093287,0.0180838,0.784033,0.0556604
Graf & Suszka,605,Laboratory,0.064,0.106667,1.08,0.6,0.099,0.0744361,0.0125,,0.0122,,,1.2,2716,1000,0.0390424,36.5888,5623,1.09609,26634.9,9806.65,9.12461,0.0444443,0.0955228,0.0183184,0.796109,0.0592593
Graf & Suszka,606,Laboratory,0.069,0.115,1.11,0.6,0.104,0.0772277,0.0125,,0.0122,,,1.2,2716,1000,0.0593143,51.5511,5624,1.09912,26634.9,9806.65,9.46681,0.0461111,0.0972975,0.0182662,0.804921,0.0621622
Graf & Suszka,607,Laboratory,0.074,0.123333,1.13,0.6,0.109,0.0799511,0.0125,,0.0122,,,1.2,2716,1000,0.0843915,68.3788,5625,1.09296,26634.9,9806.65,9.80066,0.0477372,0.0989983,0.0183623,0.819085,0.0654867
Graf & Suszka,608,Laboratory,0.078,0.13,1.15,0.6,0.113,0.0820823,0.0125,,0.0122,,,1.2,2716,1000,0.120581,92.6685,5626,1.09244,26634.9,9806.65,10.0619,0.0490097,0.100309,0.0183622,0.826318,0.0678261
Graf & Suszka,609,Laboratory,0.089,0.148333,1.2,0.6,0.124,0.0877358,0.0125,,0.0122,,,1.2,2716,1000,0.186202,125.372,5627,1.0882,26634.9,9806.65,10.7549,0.0523853,0.103706,0.0183961,0.845341,0.0741667
Graf & Suszka,610,Laboratory,0.094,0.156667,1.23,0.6,0.127,0.0892272,0.0125,,0.0122,,,1.2,2716,1000,0.187704,119.667,5628,1.10216,26634.9,9806.65,10.9377,0.0532758,0.104584,0.0181502,0.856496,0.0764228
Graf & Suszka,611,Laboratory,0.1,0.166667,1.24,0.6,0.134,0.0926267,0.0125,,0.0122,,,1.2,2716,1000,0.229749,137.66,5629,1.08171,26634.9,9806.65,11.3545,0.0553056,0.106557,0.0184583,0.870647,0.0806452
Graf & Suszka,612,Laboratory,0.119,0.198333,1.31,0.6,0.151,0.100443,0.0125,,0.0122,,,1.2,2716,1000,0.355886,179.117,5630,1.07652,26634.9,9806.65,12.3126,0.0599726,0.110962,0.0184415,0.90439,0.0908397
Graf & Suszka,701,Laboratory,0.121,0.201667,1.31,0.6,0.154,0.101762,0.015,,0.0235,,,1.29,2736,1000,0.00817567,4.05389,5631,1.06598,26831,9806.65,14.9692,0.0374162,0.122349,0.0203782,0.907671,0.0923664
Graf & Suszka,701,Laboratory,0.132,0.22,1.36,0.6,0.162,0.105195,0.015,,0.0235,,,1.29,2736,1000,0.0122025,5.54628,5632,1.079,26831,9806.65,15.4742,0.0386784,0.124395,0.020068,0.922656,0.0970588
